zipcode,place,state,state_code,province,latitude,longitude
1094,Paudex,Canton de Vaud,VD,Lavaux-Oron District,46.5055,6.6682
1095,Lutry,Canton de Vaud,VD,Lavaux-Oron District,46.5024,6.6865
1096,Cully,Canton de Vaud,VD,Lavaux-Oron District,46.4889,6.7294
1096,Villette (Lavaux),Canton de Vaud,VD,Lavaux-Oron District,46.4957,6.709
1097,Riex,Canton de Vaud,VD,Lavaux-Oron District,46.4935,6.7356
1098,Epesses,Canton de Vaud,VD,Lavaux-Oron District,46.4913,6.7478
1607,Palézieux-Village,Canton de Vaud,VD,Lavaux-Oron District,46.5553,6.8311
1607,Les Thioleyres,Canton de Vaud,VD,Lavaux-Oron District,46.5389,6.8114
1607,Les Tavernes,Canton de Vaud,VD,Lavaux-Oron District,46.5548,6.8106
1607,Palézieux,Canton de Vaud,VD,Lavaux-Oron District,46.5419,6.8399
1608,Chesalles-sur-Oron,Canton de Vaud,VD,Lavaux-Oron District,46.5775,6.8558
1608,Oron-le-Châtel,Canton de Vaud,VD,Lavaux-Oron District,46.573,6.8404
1608,Bussigny-sur-Oron,Canton de Vaud,VD,Lavaux-Oron District,46.5698,6.8648
1610,Vuibroye,Canton de Vaud,VD,Lavaux-Oron District,46.5714,6.8047
1610,Oron-la-Ville,Canton de Vaud,VD,Lavaux-Oron District,46.5709,6.8256
1610,Châtillens,Canton de Vaud,VD,Lavaux-Oron District,46.5647,6.8128
1612,Ecoteaux,Canton de Vaud,VD,Lavaux-Oron District,46.5469,6.8641
1613,Maracon,Canton de Vaud,VD,Lavaux-Oron District,46.5501,6.8722
1026,Echandens,Canton de Vaud,VD,Morges District,46.5397,6.5379
1026,Denges,Canton de Vaud,VD,Morges District,46.522,6.5393
1027,Lonay,Canton de Vaud,VD,Morges District,46.5288,6.5194
1028,Préverenges,Canton de Vaud,VD,Morges District,46.5185,6.5268
1110,Morges,Canton de Vaud,VD,Morges District,46.5113,6.4985
1112,Echichens,Canton de Vaud,VD,Morges District,46.5303,6.4968
1113,St-Saphorin-sur-Morges,Canton de Vaud,VD,Morges District,46.5469,6.4885
1114,Colombier VD,Canton de Vaud,VD,Morges District,46.5571,6.4728
1115,Vullierens,Canton de Vaud,VD,Morges District,46.574,6.4819
1116,Cottens VD,Canton de Vaud,VD,Morges District,46.5725,6.4564
1117,Grancy,Canton de Vaud,VD,Morges District,46.5921,6.4639
1121,Bremblens,Canton de Vaud,VD,Morges District,46.5483,6.5194
1122,Romanel-sur-Morges,Canton de Vaud,VD,Morges District,46.5561,6.5104
1123,Aclens,Canton de Vaud,VD,Morges District,46.5663,6.5115
1124,Gollion,Canton de Vaud,VD,Morges District,46.5852,6.5097
1125,Monnaz,Canton de Vaud,VD,Morges District,46.5325,6.4806
1126,Vaux-sur-Morges,Canton de Vaud,VD,Morges District,46.5385,6.4639
1127,Clarmont,Canton de Vaud,VD,Morges District,46.5464,6.4495
1128,Reverolle,Canton de Vaud,VD,Morges District,46.5428,6.4405
1131,Tolochenaz,Canton de Vaud,VD,Morges District,46.505,6.4728
1132,Lully VD,Canton de Vaud,VD,Morges District,46.5051,6.4648
1134,Chigny,Canton de Vaud,VD,Morges District,46.5197,6.4766
1134,Vufflens-le-Château,Canton de Vaud,VD,Morges District,46.5263,6.4721
1135,Denens,Canton de Vaud,VD,Morges District,46.5177,6.4529
1136,Bussy-Chardonney,Canton de Vaud,VD,Morges District,46.5305,6.4425
1141,Sévery,Canton de Vaud,VD,Morges District,46.5735,6.4417
1142,Pampigny,Canton de Vaud,VD,Morges District,46.5809,6.4294
1143,Apples,Canton de Vaud,VD,Morges District,46.5524,6.4289
1144,Ballens,Canton de Vaud,VD,Morges District,46.5548,6.3731
1145,Bière,Canton de Vaud,VD,Morges District,46.5376,6.3336
1146,Mollens VD,Canton de Vaud,VD,Morges District,46.5776,6.3632
1147,Montricher,Canton de Vaud,VD,Morges District,46.5996,6.3767
1148,Villars-Bozon,Canton de Vaud,VD,Morges District,46.6065,6.4067
1148,La Coudre,Canton de Vaud,VD,Morges District,46.6404,6.4036
1148,Chavannes-le-Veyron,Canton de Vaud,VD,Morges District,46.607,6.4509
1148,L'Isle,Canton de Vaud,VD,Morges District,46.6184,6.4133
1148,Moiry VD,Canton de Vaud,VD,Morges District,46.6491,6.4534
1148,Mauraz,Canton de Vaud,VD,Morges District,46.6056,6.4207
1148,Mont-la-Ville,Canton de Vaud,VD,Morges District,46.6466,6.409
1148,Cuarnens,Canton de Vaud,VD,Morges District,46.6255,6.4371
1149,Berolle,Canton de Vaud,VD,Morges District,46.558,6.3355
1162,St-Prex,Canton de Vaud,VD,Morges District,46.4796,6.4599
1163,Etoy,Canton de Vaud,VD,Morges District,46.4859,6.4182
1164,Buchillon,Canton de Vaud,VD,Morges District,46.4698,6.4178
1165,Allaman,Canton de Vaud,VD,Morges District,46.4701,6.3964
1167,Lussy-sur-Morges,Canton de Vaud,VD,Morges District,46.5041,6.45
1168,Villars-sous-Yens,Canton de Vaud,VD,Morges District,46.5092,6.4293
1169,Yens,Canton de Vaud,VD,Morges District,46.519,6.4185
1170,Aubonne,Canton de Vaud,VD,Morges District,46.4951,6.3916
1172,Bougy-Villars,Canton de Vaud,VD,Morges District,46.4819,6.3536
1173,Féchy,Canton de Vaud,VD,Morges District,46.4788,6.3728
1174,Montherod,Canton de Vaud,VD,Morges District,46.5017,6.3615
1174,Pizy,Canton de Vaud,VD,Morges District,46.4939,6.3478
1175,Lavigny,Canton de Vaud,VD,Morges District,46.5012,6.4109
1176,St-Livres,Canton de Vaud,VD,Morges District,46.5079,6.3875
1187,St-Oyens,Canton de Vaud,VD,Morges District,46.4994,6.3033
1188,Gimel,Canton de Vaud,VD,Morges District,46.5095,6.3074
1189,Saubraz,Canton de Vaud,VD,Morges District,46.5161,6.3302
1304,Cossonay-Ville,Canton de Vaud,VD,Morges District,46.6144,6.5063
1304,Allens,Canton de Vaud,VD,Morges District,46.6009,6.5109
1304,Dizy,Canton de Vaud,VD,Morges District,46.6354,6.4965
1304,Senarclens,Canton de Vaud,VD,Morges District,46.5979,6.4854
1308,La Chaux (Cossonay),Canton de Vaud,VD,Morges District,46.6171,6.4722
1312,Eclépens,Canton de Vaud,VD,Morges District,46.6482,6.5358
1313,Ferreyres,Canton de Vaud,VD,Morges District,46.658,6.4852
1315,La Sarraz,Canton de Vaud,VD,Morges District,46.6586,6.5108
1316,Chevilly,Canton de Vaud,VD,Morges District,46.6427,6.4766
1317,Orny,Canton de Vaud,VD,Morges District,46.6676,6.5264
1318,Pompaples,Canton de Vaud,VD,Morges District,46.667,6.5097
1166,Perroy,Canton de Vaud,VD,Nyon District,46.4669,6.3535
1180,Tartegnin,Canton de Vaud,VD,Nyon District,46.4662,6.3125
1180,Rolle,Canton de Vaud,VD,Nyon District,46.4582,6.335
1182,Gilly,Canton de Vaud,VD,Nyon District,46.4578,6.2965
1183,Bursins,Canton de Vaud,VD,Nyon District,46.4528,6.2914
1184,Luins,Canton de Vaud,VD,Nyon District,46.442,6.2727
1184,Vinzel,Canton de Vaud,VD,Nyon District,46.4483,6.2782
1185,Mont-sur-Rolle,Canton de Vaud,VD,Nyon District,46.4702,6.3352
1186,Essertines-sur-Rolle,Canton de Vaud,VD,Nyon District,46.4931,6.3177
1188,St-George,Canton de Vaud,VD,Nyon District,46.5143,6.2598
1195,Bursinel,Canton de Vaud,VD,Nyon District,46.4396,6.3058
1195,Dully,Canton de Vaud,VD,Nyon District,46.4314,6.2946
1196,Gland,Canton de Vaud,VD,Nyon District,46.4208,6.2701
1197,Prangins,Canton de Vaud,VD,Nyon District,46.3952,6.2496
1260,Nyon,Canton de Vaud,VD,Nyon District,46.3832,6.2395
1261,Le Vaud,Canton de Vaud,VD,Nyon District,46.4775,6.236
1261,Marchissy,Canton de Vaud,VD,Nyon District,46.4881,6.2466
1261,Longirod,Canton de Vaud,VD,Nyon District,46.495,6.2584
1262,Eysins,Canton de Vaud,VD,Nyon District,46.3817,6.207
1263,Crassier,Canton de Vaud,VD,Nyon District,46.3746,6.1637
1264,St-Cergue,Canton de Vaud,VD,Nyon District,46.4459,6.1574
1265,La Cure,Canton de Vaud,VD,Nyon District,46.4647,6.0742
1266,Duillier,Canton de Vaud,VD,Nyon District,46.4092,6.2298
1267,Vich,Canton de Vaud,VD,Nyon District,46.4292,6.2501
1267,Coinsins,Canton de Vaud,VD,Nyon District,46.4239,6.2356
1268,Begnins,Canton de Vaud,VD,Nyon District,46.4415,6.2476
1268,Burtigny,Canton de Vaud,VD,Nyon District,46.4675,6.2571
1269,Bassins,Canton de Vaud,VD,Nyon District,46.4627,6.2362
1270,Trélex,Canton de Vaud,VD,Nyon District,46.4154,6.2081
1271,Givrins,Canton de Vaud,VD,Nyon District,46.4297,6.2021
1272,Genolier,Canton de Vaud,VD,Nyon District,46.4354,6.2181
1273,Arzier-Le Muids,Canton de Vaud,VD,Nyon District,46.4596,6.2081
1274,Grens,Canton de Vaud,VD,Nyon District,46.394,6.1911
1274,Signy,Canton de Vaud,VD,Nyon District,46.3917,6.2029
1275,Chéserex,Canton de Vaud,VD,Nyon District,46.3993,6.174
1276,Gingins,Canton de Vaud,VD,Nyon District,46.4091,6.1781
1277,Arnex-sur-Nyon,Canton de Vaud,VD,Nyon District,46.3729,6.1898
1277,Borex,Canton de Vaud,VD,Nyon District,46.3789,6.1762
1278,La Rippe,Canton de Vaud,VD,Nyon District,46.381,6.1505
1279,Bogis-Bossey,Canton de Vaud,VD,Nyon District,46.3537,6.166
1279,Chavannes-de-Bogis,Canton de Vaud,VD,Nyon District,46.3454,6.162
1290,Chavannes-des-Bois,Canton de Vaud,VD,Nyon District,46.314,6.135
1291,Commugny,Canton de Vaud,VD,Nyon District,46.321,6.1712
1295,Tannay,Canton de Vaud,VD,Nyon District,46.3088,6.1773
1295,Mies,Canton de Vaud,VD,Nyon District,46.3035,6.1633
1296,Coppet,Canton de Vaud,VD,Nyon District,46.3168,6.1911
1297,Founex,Canton de Vaud,VD,Nyon District,46.3328,6.1924
1299,Crans-près-Céligny,Canton de Vaud,VD,Nyon District,46.3591,6.2058
1008,Prilly,Canton de Vaud,VD,Ouest Lausannois District,46.537,6.6046
1020,Renens VD,Canton de Vaud,VD,Ouest Lausannois District,46.5399,6.5881
1022,Chavannes-près-Renens,Canton de Vaud,VD,Ouest Lausannois District,46.5301,6.5707
1023,Crissier,Canton de Vaud,VD,Ouest Lausannois District,46.5459,6.5757
1024,Ecublens VD,Canton de Vaud,VD,Ouest Lausannois District,46.529,6.5626
1025,St-Sulpice VD,Canton de Vaud,VD,Ouest Lausannois District,46.5105,6.559
1029,Villars-Ste-Croix,Canton de Vaud,VD,Ouest Lausannois District,46.5656,6.5633
1030,Bussigny,Canton de Vaud,VD,Ouest Lausannois District,46.5511,6.556
1658,Rossinière,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4676,7.0837
1658,La Tine,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4696,7.0522
1659,Flendruz,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4851,7.1827
1659,Rougemont,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4881,7.2066
1660,L'Etivaz,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4248,7.1462
1660,La Lécherette,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4199,7.1073
1660,Château-d'Oex,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4745,7.1316
1660,Les Moulins,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4619,7.1051
1800,Vevey,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.463,6.8435
1801,Le Mont-Pèlerin,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4886,6.8216
1802,Corseaux,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4722,6.8294
1803,Chardonne,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4768,6.8268
1804,Corsier-sur-Vevey,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4944,6.871
1805,Jongny,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4788,6.8411
1806,St-Légier-La Chiésaz,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4723,6.8737
1807,Blonay,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4678,6.8962
1808,Les Monts-de-Corsier,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.5044,6.8807
1809,Fenil-sur-Corsier,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4836,6.8635
1811,Vevey,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4642,6.8481
1814,La Tour-de-Peilz,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4531,6.8586
1815,Clarens,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4405,6.8923
1816,Chailly-Montreux,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4543,6.8928
1817,Brent,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4593,6.9032
1818,Montreux Redoute,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4518,6.9408
1820,Territet,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4286,6.9212
1820,Veytaux,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4213,6.9305
1820,Montreux,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.433,6.9114
1822,Chernex,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4439,6.9115
1823,Glion,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4336,6.9262
1824,Caux,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4324,6.9386
1832,Chamby,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4497,6.9123
1832,Villard-sur-Chamby,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.4722,6.929
1833,Les Avants,Canton de Vaud,VD,Riviera-Pays-d'Enhaut District,46.453,6.9431
3900,Brig,Canton du Valais,VS,Brig District,46.3167,7.9833
3900,Gamsen,Canton du Valais,VS,Brig District,46.3048,7.9536
3900,Brigerbad,Canton du Valais,VS,Brig District,46.2999,7.9179
3901,Rothwald,Canton du Valais,VS,Brig District,46.2818,8.0402
3902,Glis,Canton du Valais,VS,Brig District,46.3093,7.972
3903,Birgisch,Canton du Valais,VS,Brig District,46.3187,7.9577
3903,Mund,Canton du Valais,VS,Brig District,46.315,7.9412
3904,Naters,Canton du Valais,VS,Brig District,46.3254,7.9891
3907,Gondo,Canton du Valais,VS,Brig District,46.1964,8.1388
3907,Simplon Dorf,Canton du Valais,VS,Brig District,46.1945,8.0575
3907,Gabi (Simplon),Canton du Valais,VS,Brig District,46.1837,8.0731
3911,Ried-Brig,Canton du Valais,VS,Brig District,46.3138,8.0175
3912,Termen,Canton du Valais,VS,Brig District,46.3269,8.021
3913,Rosswald,Canton du Valais,VS,Brig District,46.3056,8.0417
3914,Belalp,Canton du Valais,VS,Brig District,46.3708,7.9712
3914,Blatten b. Naters,Canton du Valais,VS,Brig District,46.3708,7.9712
3939,Eggerberg,Canton du Valais,VS,Brig District,46.3068,7.8763
1911,Mayens-de-Chamoson,Canton du Valais,VS,Conthey District,46.2034,7.1843
1955,Les Vérines (Chamoson),Canton du Valais,VS,Conthey District,46.2105,7.2044
1955,St-Pierre-de-Clages,Canton du Valais,VS,Conthey District,46.1921,7.2369
1955,Grugnay (Chamoson),Canton du Valais,VS,Conthey District,46.208,7.219
1955,Némiaz (Chamoson),Canton du Valais,VS,Conthey District,46.2123,7.2235
1955,Chamoson,Canton du Valais,VS,Conthey District,46.2027,7.2232
1957,Ardon,Canton du Valais,VS,Conthey District,46.2095,7.2601
1963,Vétroz,Canton du Valais,VS,Conthey District,46.2217,7.2786
1964,Conthey,Canton du Valais,VS,Conthey District,46.2237,7.3028
1975,St-Séverin,Canton du Valais,VS,Conthey District,46.2349,7.3007
1976,Aven,Canton du Valais,VS,Conthey District,46.2376,7.2731
1976,Daillon,Canton du Valais,VS,Conthey District,46.2574,7.3067
1976,Erde,Canton du Valais,VS,Conthey District,46.2388,7.2876
1993,Clèbes (Nendaz),Canton du Valais,VS,Conthey District,46.1875,7.3375
1994,Aproz (Nendaz),Canton du Valais,VS,Conthey District,46.2055,7.3108
1996,Beuson (Nendaz),Canton du Valais,VS,Conthey District,46.1667,7.3
1996,Bieudron (Nendaz),Canton du Valais,VS,Conthey District,46.194,7.2797
1996,Saclentse,Canton du Valais,VS,Conthey District,46.1761,7.3178
1996,Condémines (Nendaz),Canton du Valais,VS,Conthey District,46.1755,7.2554
1996,Baar (Nendaz),Canton du Valais,VS,Conthey District,46.2057,7.3321
1996,Basse-Nendaz,Canton du Valais,VS,Conthey District,46.1899,7.3121
1996,Brignon (Nendaz),Canton du Valais,VS,Conthey District,46.1896,7.3261
1996,Fey (Nendaz),Canton du Valais,VS,Conthey District,46.1868,7.2699
1997,Sornard (Nendaz),Canton du Valais,VS,Conthey District,46.1887,7.3032
1997,Siviez (Nendaz),Canton du Valais,VS,Conthey District,46.1366,7.316
1997,Haute-Nendaz,Canton du Valais,VS,Conthey District,46.1872,7.2975
1927,Chemin,Canton du Valais,VS,Entremont District,46.0895,7.0963
1933,Chamoille (Sembrancher),Canton du Valais,VS,Entremont District,46.0592,7.1555
1933,La Garde (Sembrancher),Canton du Valais,VS,Entremont District,46.0664,7.1473
1933,Sembrancher,Canton du Valais,VS,Entremont District,46.0775,7.1528
1933,Vens (Sembrancher),Canton du Valais,VS,Entremont District,46.0959,7.1535
1934,Bruson,Canton du Valais,VS,Entremont District,46.066,7.2183
1934,Le Châble VS,Canton du Valais,VS,Entremont District,46.066,7.2183
1936,Verbier,Canton du Valais,VS,Entremont District,46.1002,7.2265
1937,Orsières,Canton du Valais,VS,Entremont District,46.029,7.1444
1938,Champex-Lac,Canton du Valais,VS,Entremont District,45.9723,7.1015
1941,Cries (Vollèges),Canton du Valais,VS,Entremont District,46.092,7.1755
1941,Vollèges,Canton du Valais,VS,Entremont District,46.0862,7.17
1942,Levron,Canton du Valais,VS,Entremont District,46.1002,7.1638
1943,Praz-de-Fort,Canton du Valais,VS,Entremont District,45.9878,7.1226
1944,La Fouly VS,Canton du Valais,VS,Entremont District,45.9336,7.0977
1945,Dranse (Liddes),Canton du Valais,VS,Entremont District,45.989,7.1804
1945,Fontaine Dessus (Liddes),Canton du Valais,VS,Entremont District,46.0054,7.1749
1945,Chez Petit (Liddes),Canton du Valais,VS,Entremont District,45.9875,7.1772
1945,Vichères (Liddes),Canton du Valais,VS,Entremont District,45.9973,7.1675
1945,Palasuit (Liddes),Canton du Valais,VS,Entremont District,45.9822,7.1933
1945,Liddes,Canton du Valais,VS,Entremont District,45.9925,7.1873
1945,Fornex (Liddes),Canton du Valais,VS,Entremont District,46.009,7.1622
1945,Rive Haute (Liddes),Canton du Valais,VS,Entremont District,46.0088,7.1684
1945,Les Moulins VS (Liddes),Canton du Valais,VS,Entremont District,46.0046,7.168
1945,Chandonne (Liddes),Canton du Valais,VS,Entremont District,46.0066,7.1806
1945,Fontaine Dessous (Liddes),Canton du Valais,VS,Entremont District,45.9983,7.176
1945,Petit Vichères (Liddes),Canton du Valais,VS,Entremont District,45.9983,7.176
1946,Bourg-St-Pierre,Canton du Valais,VS,Entremont District,45.9488,7.2077
1947,Champsec,Canton du Valais,VS,Entremont District,46.0581,7.243
1947,Versegères,Canton du Valais,VS,Entremont District,46.0671,7.2348
1948,Sarreyer,Canton du Valais,VS,Entremont District,46.064,7.2519
1948,Lourtier,Canton du Valais,VS,Entremont District,46.0488,7.2668
1948,Fionnay,Canton du Valais,VS,Entremont District,46.032,7.3089
3801,Jungfraujoch,Canton du Valais,VS,Goms District,46.5468,7.9822
3984,Fieschertal,Canton du Valais,VS,Goms District,46.422,8.1454
3984,Fiesch,Canton du Valais,VS,Goms District,46.4443,8.157
3984,Fiesch,Canton du Valais,VS,Goms District,46.3998,8.1353
3985,Münster VS,Canton du Valais,VS,Goms District,46.4865,8.2643
3985,Geschinen,Canton du Valais,VS,Goms District,46.4865,8.2643
3988,Obergesteln,Canton du Valais,VS,Goms District,46.5143,8.3253
3988,Ulrichen,Canton du Valais,VS,Goms District,46.5054,8.3096
3989,Ritzingen,Canton du Valais,VS,Goms District,46.4566,8.2216
3989,Niederwald,Canton du Valais,VS,Goms District,46.4354,8.1899
3989,Blitzingen,Canton du Valais,VS,Goms District,46.4429,8.2019
3989,Selkingen,Canton du Valais,VS,Goms District,46.4552,8.2154
3989,Biel VS,Canton du Valais,VS,Goms District,46.4559,8.2177
3994,Lax,Canton du Valais,VS,Goms District,46.3884,8.117
3995,Mühlebach (Goms),Canton du Valais,VS,Goms District,46.4085,8.1562
3995,Ernen,Canton du Valais,VS,Goms District,46.3968,8.1417
3995,Ausserbinn,Canton du Valais,VS,Goms District,46.3828,8.1473
3995,Steinhaus,Canton du Valais,VS,Goms District,46.4218,8.1774
3995,Mühlebach (Goms),Canton du Valais,VS,Goms District,46.4085,8.1562
3995,Steinhaus,Canton du Valais,VS,Goms District,46.4218,8.1774
3996,Binn,Canton du Valais,VS,Goms District,46.3639,8.1842
3997,Bellwald,Canton du Valais,VS,Goms District,46.4276,8.1614
3998,Reckingen VS,Canton du Valais,VS,Goms District,46.4699,8.2416
3998,Gluringen,Canton du Valais,VS,Goms District,46.4699,8.2416
3999,Oberwald,Canton du Valais,VS,Goms District,46.5319,8.355
1961,Vernamiège,Canton du Valais,VS,Hérens District,46.2117,7.4313
1966,Blignou (Ayent),Canton du Valais,VS,Hérens District,46.2734,7.4012
1966,Fortunau (Ayent),Canton du Valais,VS,Hérens District,46.2869,7.4153
1966,Saxonne (Ayent),Canton du Valais,VS,Hérens District,46.2811,7.4054
1966,Argnou (Ayent),Canton du Valais,VS,Hérens District,46.2636,7.3997
1966,Villa (Ayent),Canton du Valais,VS,Hérens District,46.2764,7.4165
1966,St-Romain (Ayent),Canton du Valais,VS,Hérens District,46.2831,7.4117
1966,Botyre (Ayent),Canton du Valais,VS,Hérens District,46.2753,7.406
1966,Luc (Ayent),Canton du Valais,VS,Hérens District,46.2845,7.4195
1966,Signèse (Ayent),Canton du Valais,VS,Hérens District,46.278,7.4094
1966,La Place (Ayent),Canton du Valais,VS,Hérens District,46.278,7.4094
1968,Mase,Canton du Valais,VS,Hérens District,46.1952,7.4347
1969,St-Martin VS,Canton du Valais,VS,Hérens District,46.1615,7.451
1969,Eison (St-Martin),Canton du Valais,VS,Hérens District,46.1615,7.451
1969,Liez (St-Martin),Canton du Valais,VS,Hérens District,46.1615,7.451
1969,Suen (St-Martin),Canton du Valais,VS,Hérens District,46.1615,7.451
1969,Trogne (St-Martin),Canton du Valais,VS,Hérens District,46.1615,7.451
1972,Anzère,Canton du Valais,VS,Hérens District,46.2956,7.3962
1973,Nax,Canton du Valais,VS,Hérens District,46.2282,7.431
1981,Vex,Canton du Valais,VS,Hérens District,46.2124,7.3983
1982,Euseigne,Canton du Valais,VS,Hérens District,46.1721,7.4231
1983,Evolène,Canton du Valais,VS,Hérens District,46.1142,7.4941
1983,Lanna,Canton du Valais,VS,Hérens District,46.1333,7.4833
1984,Les Haudères,Canton du Valais,VS,Hérens District,46.0832,7.509
1984,La Tour VS,Canton du Valais,VS,Hérens District,46.0982,7.5057
1985,Villa (Evolène),Canton du Valais,VS,Hérens District,46.1076,7.5134
1985,La Sage,Canton du Valais,VS,Hérens District,46.0997,7.516
1985,La Forclaz VS,Canton du Valais,VS,Hérens District,46.0872,7.5212
1986,Arolla,Canton du Valais,VS,Hérens District,46.0254,7.4836
1987,Hérémence,Canton du Valais,VS,Hérens District,46.1803,7.4048
1988,Les Collons,Canton du Valais,VS,Hérens District,46.1818,7.3864
1988,Thyon,Canton du Valais,VS,Hérens District,46.1823,7.3725
3945,Niedergampel,Canton du Valais,VS,Leuk District,46.3127,7.7129
3945,Gampel,Canton du Valais,VS,Leuk District,46.316,7.7421
3946,Gruben,Canton du Valais,VS,Leuk District,46.2114,7.7062
3946,Turtmann,Canton du Valais,VS,Leuk District,46.3003,7.702
3947,Ergisch,Canton du Valais,VS,Leuk District,46.2922,7.7147
3948,Unterems,Canton du Valais,VS,Leuk District,46.2916,7.6959
3948,Oberems,Canton du Valais,VS,Leuk District,46.2819,7.6935
3951,Agarn,Canton du Valais,VS,Leuk District,46.2975,7.6632
3952,Susten,Canton du Valais,VS,Leuk District,46.3111,7.6433
3953,Varen,Canton du Valais,VS,Leuk District,46.3186,7.6074
3953,Inden,Canton du Valais,VS,Leuk District,46.3444,7.6174
3953,Leuk Stadt,Canton du Valais,VS,Leuk District,46.3174,7.6341
3954,Leukerbad,Canton du Valais,VS,Leuk District,46.3794,7.6269
3955,Albinen,Canton du Valais,VS,Leuk District,46.3407,7.6332
3956,Guttet-Feschel,Canton du Valais,VS,Leuk District,46.3253,7.667
3957,Bratsch,Canton du Valais,VS,Leuk District,46.3207,7.7083
3957,Erschmatt,Canton du Valais,VS,Leuk District,46.3218,7.6915
3970,Salgesch,Canton du Valais,VS,Leuk District,46.3116,7.5712
1906,Charrat,Canton du Valais,VS,Martigny District,46.1249,7.1314
1907,Saxon,Canton du Valais,VS,Martigny District,46.1494,7.1751
1908,Riddes,Canton du Valais,VS,Martigny District,46.1728,7.2236
1911,Ovronnaz,Canton du Valais,VS,Martigny District,46.199,7.1736
1912,Leytron,Canton du Valais,VS,Martigny District,46.1866,7.2078
1912,Produit (Leytron),Canton du Valais,VS,Martigny District,46.1858,7.1942
1912,Montagnon (Leytron),Canton du Valais,VS,Martigny District,46.1901,7.1927
1912,Dugny (Leytron),Canton du Valais,VS,Martigny District,46.1875,7.1982
1913,Saillon,Canton du Valais,VS,Martigny District,46.1703,7.1877
1913,Saillon,Canton du Valais,VS,Martigny District,46.1703,7.1877
1914,Isérables,Canton du Valais,VS,Martigny District,46.1623,7.2447
1914,Auddes-sur-Riddes,Canton du Valais,VS,Martigny District,46.1623,7.2447
1918,La Tzoumaz,Canton du Valais,VS,Martigny District,46.1448,7.233
1919,Martigny Mutuel,Canton du Valais,VS,Martigny District,46.1072,7.081
1920,Martigny,Canton du Valais,VS,Martigny District,46.1028,7.0724
1921,Martigny-Croix,Canton du Valais,VS,Martigny District,46.086,7.0513
1926,Fully,Canton du Valais,VS,Martigny District,46.1385,7.1147
1928,Ravoire,Canton du Valais,VS,Martigny District,46.1007,7.0458
1929,Trient,Canton du Valais,VS,Martigny District,46.058,6.994
1932,Bovernier,Canton du Valais,VS,Martigny District,46.079,7.0858
1932,Les Valettes (Bovernier),Canton du Valais,VS,Martigny District,46.0753,7.0735
1868,Collombey,Canton du Valais,VS,Monthey District,46.2739,6.9479
1870,Monthey,Canton du Valais,VS,Monthey District,46.2545,6.9541
1870,Monthey,Canton du Valais,VS,Monthey District,46.2545,6.9541
1871,Les Giettes,Canton du Valais,VS,Monthey District,46.2275,6.9583
1871,Choëx,Canton du Valais,VS,Monthey District,46.2413,6.9584
1872,Troistorrents,Canton du Valais,VS,Monthey District,46.2289,6.9159
1873,Champoussin,Canton du Valais,VS,Monthey District,46.2077,6.8639
1873,Val-d'Illiez,Canton du Valais,VS,Monthey District,46.2036,6.891
1873,Les Crosets,Canton du Valais,VS,Monthey District,46.1851,6.8347
1874,Champéry,Canton du Valais,VS,Monthey District,46.1754,6.869
1875,Morgins,Canton du Valais,VS,Monthey District,46.239,6.852
1893,Muraz (Collombey),Canton du Valais,VS,Monthey District,46.2842,6.9334
1895,Vionnaz,Canton du Valais,VS,Monthey District,46.311,6.9006
1896,Miex,Canton du Valais,VS,Monthey District,46.3395,6.867
